accuracy_nat,accuracy_syn,date,dataset
0.4666666666666667,0.7333333333333333,01M-24D-16h-48m11s,n_loops-10_n_noisy_loops-5_min_loop_length-2_max_loop-10_batch-1.json
0.5333333333333333,0.7,01M-24D-16h-56m05s,n_loops-10_n_noisy_loops-5_min_loop_length-2_max_loop-10_batch-2.json
0.6333333333333333,0.6666666666666666,01M-24D-17h-02m56s,n_loops-10_n_noisy_loops-5_min_loop_length-2_max_loop-10_batch-3.json
1.0,1.0,01M-24D-17h-07m21s,n_loops-3_n_noisy_loops-1_min_loop_length-2_max_loop-10_batch-1.json
0.9666666666666668,1.0,01M-24D-17h-11m14s,n_loops-3_n_noisy_loops-1_min_loop_length-2_max_loop-10_batch-2.json
0.9666666666666668,1.0,01M-24D-17h-15m20s,n_loops-3_n_noisy_loops-1_min_loop_length-2_max_loop-10_batch-3.json
0.6666666666666666,0.9666666666666668,01M-24D-17h-20m26s,n_loops-4_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-1.json
0.6333333333333333,1.0,01M-24D-17h-25m05s,n_loops-4_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-2.json
0.6666666666666666,1.0,01M-24D-17h-29m23s,n_loops-4_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-3.json
0.7666666666666667,1.0,01M-24D-17h-34m40s,n_loops-5_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-1.json
0.9,1.0,01M-24D-17h-39m51s,n_loops-5_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-2.json
0.8,1.0,01M-24D-17h-44m38s,n_loops-5_n_noisy_loops-2_min_loop_length-2_max_loop-10_batch-3.json
0.7333333333333333,0.8666666666666667,01M-24D-17h-49m00s,n_loops-6_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-1.json
0.5666666666666667,0.9,01M-24D-17h-53m29s,n_loops-6_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-2.json
0.7,0.9333333333333332,01M-24D-17h-58m17s,n_loops-6_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-3.json
0.5666666666666667,0.8666666666666667,01M-24D-18h-04m51s,n_loops-7_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-1.json
0.6666666666666666,0.9333333333333332,01M-24D-18h-11m17s,n_loops-7_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-2.json
0.7333333333333333,0.9,01M-24D-18h-17m05s,n_loops-7_n_noisy_loops-3_min_loop_length-2_max_loop-10_batch-3.json
0.5666666666666667,0.7666666666666667,01M-24D-18h-22m43s,n_loops-8_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-1.json
0.6,0.7,01M-24D-18h-28m19s,n_loops-8_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-2.json
0.5333333333333333,0.8333333333333334,01M-24D-18h-34m44s,n_loops-8_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-3.json
0.6666666666666666,0.6666666666666666,01M-24D-18h-40m46s,n_loops-9_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-1.json
0.6333333333333333,0.7333333333333333,01M-24D-18h-46m49s,n_loops-9_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-2.json
0.6,0.8333333333333334,01M-24D-18h-53m04s,n_loops-9_n_noisy_loops-4_min_loop_length-2_max_loop-10_batch-3.json
