accuracy_nat,accuracy_syn,date,dataset
0.8333333333333334,0.9333333333333332,01M-18D-05h-05m55s,n_ops-10_n_vars-3_n_instances-2_batch-1.json
0.9,0.9,01M-18D-05h-13m23s,n_ops-10_n_vars-3_n_instances-2_batch-2.json
1.0,0.8666666666666667,01M-18D-05h-21m07s,n_ops-10_n_vars-3_n_instances-2_batch-3.json
0.8,0.6,01M-18D-05h-28m30s,n_ops-20_n_vars-3_n_instances-2_batch-1.json
0.7666666666666667,0.5333333333333333,01M-18D-05h-36m18s,n_ops-20_n_vars-3_n_instances-2_batch-2.json
0.7333333333333333,0.7,01M-18D-05h-43m40s,n_ops-20_n_vars-3_n_instances-2_batch-3.json
0.5333333333333333,0.6666666666666666,01M-18D-05h-52m41s,n_ops-30_n_vars-3_n_instances-2_batch-1.json
0.7666666666666667,0.3666666666666666,01M-18D-06h-01m20s,n_ops-30_n_vars-3_n_instances-2_batch-2.json
0.7333333333333333,0.6,01M-18D-06h-10m01s,n_ops-30_n_vars-3_n_instances-2_batch-3.json
0.6666666666666666,0.3333333333333333,01M-18D-06h-18m41s,n_ops-40_n_vars-3_n_instances-2_batch-1.json
0.5333333333333333,0.4333333333333333,01M-18D-06h-27m24s,n_ops-40_n_vars-3_n_instances-2_batch-2.json
0.4,0.3,01M-18D-06h-36m17s,n_ops-40_n_vars-3_n_instances-2_batch-3.json
0.4666666666666667,0.1666666666666666,01M-18D-06h-45m10s,n_ops-50_n_vars-3_n_instances-2_batch-1.json
0.3,0.3666666666666666,01M-18D-06h-54m04s,n_ops-50_n_vars-3_n_instances-2_batch-2.json
0.4666666666666667,0.36666666666666664,01M-18D-07h-02m42s,n_ops-50_n_vars-3_n_instances-2_batch-3.json
