accuracy_nat,accuracy_syn,date,dataset
1.0,1.0,01M-21D-05h-35m21s,n_vars-5_ascending-False_batch-1.json
1.0,1.0,01M-21D-05h-40m08s,n_vars-5_ascending-False_batch-2.json
1.0,0.9666666666666668,01M-21D-05h-44m44s,n_vars-5_ascending-False_batch-3.json
1.0,1.0,01M-21D-05h-48m59s,n_vars-5_ascending-True_batch-1.json
1.0,1.0,01M-21D-05h-53m45s,n_vars-5_ascending-True_batch-2.json
1.0,1.0,01M-21D-05h-58m36s,n_vars-5_ascending-True_batch-3.json
1.0,0.1,01M-21D-02h-06m52s,n_vars-10_ascending-False_batch-1.json
1.0,0.0333333333333333,01M-21D-02h-15m46s,n_vars-10_ascending-False_batch-2.json
1.0,0.0666666666666666,01M-21D-02h-25m02s,n_vars-10_ascending-False_batch-3.json
1.0,0.0666666666666666,01M-21D-02h-34m37s,n_vars-10_ascending-True_batch-1.json
1.0,0.1,01M-21D-02h-42m47s,n_vars-10_ascending-True_batch-2.json
1.0,0.0666666666666666,01M-21D-02h-51m15s,n_vars-10_ascending-True_batch-3.json
0.9666666666666668,0.0,01M-21D-02h-59m18s,n_vars-15_ascending-False_batch-1.json
0.9666666666666668,0.0,01M-21D-03h-07m34s,n_vars-15_ascending-False_batch-2.json
1.0,0.0,01M-21D-03h-15m55s,n_vars-15_ascending-False_batch-3.json
0.9333333333333332,0.0,01M-21D-03h-24m38s,n_vars-15_ascending-True_batch-1.json
0.9666666666666668,0.0,01M-21D-03h-32m37s,n_vars-15_ascending-True_batch-2.json
0.9666666666666668,0.0,01M-21D-03h-41m07s,n_vars-15_ascending-True_batch-3.json
0.8666666666666667,0.1,01M-21D-03h-49m35s,n_vars-20_ascending-False_batch-1.json
0.8666666666666667,0.0666666666666666,01M-21D-03h-58m00s,n_vars-20_ascending-False_batch-2.json
0.8666666666666667,0.1,01M-21D-04h-05m51s,n_vars-20_ascending-False_batch-3.json
1.0,0.1,01M-21D-04h-14m46s,n_vars-20_ascending-True_batch-1.json
1.0,0.1,01M-21D-04h-24m10s,n_vars-20_ascending-True_batch-2.json
0.9,0.1,01M-21D-04h-34m24s,n_vars-20_ascending-True_batch-3.json
0.8666666666666667,0.4333333333333333,01M-21D-04h-46m45s,n_vars-25_ascending-False_batch-1.json
0.9333333333333332,0.5,01M-21D-04h-58m19s,n_vars-25_ascending-False_batch-2.json
0.7,0.5,01M-21D-05h-06m01s,n_vars-25_ascending-False_batch-3.json
0.8666666666666667,0.3666666666666666,01M-21D-05h-13m36s,n_vars-25_ascending-True_batch-1.json
0.8,0.3333333333333333,01M-21D-05h-21m39s,n_vars-25_ascending-True_batch-2.json
0.9333333333333332,0.3,01M-21D-05h-30m44s,n_vars-25_ascending-True_batch-3.json
